conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1995252685159977409,Sun Nov 30 22:04:44 +0000 2025,0,Makan bergizi cerdas berprestasi #MakanBergiziGratis https://t.co/yuZdQ31RKD,1995252685159977409,https://pbs.twimg.com/media/G7CPvkSbEAA9KXC.jpg,,in,,0,0,0,https://x.com/undefined/status/1995252685159977409,1580097278475280384,
1995206167124217992,Sun Nov 30 18:59:54 +0000 2025,0,Tugas Hari pertama selesai Helper #SPPG #MBG,1995206167124217992,,,in,,0,0,0,https://x.com/undefined/status/1995206167124217992,507844218,
1995168635049099694,Sun Nov 30 16:30:45 +0000 2025,1,Hadirnya makan bergizi gratis menunjukkan komitmen kuat untuk meningkatkan kesehatan anak-anak Aceh. Yuk dukung bersama agar setiap anak mendapatkan hak gizi yang layak! #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/fV1eWpUn4N,1995168635049099694,https://pbs.twimg.com/media/G7BDTL7aMAAyPw_.jpg,,in,,0,0,0,https://x.com/undefined/status/1995168635049099694,1318801452614049792,
1995168608566255909,Sun Nov 30 16:30:39 +0000 2025,1,Ketika anak-anak mendapatkan makanan bergizi konsentrasi dan kesehatan mereka meningkat. Program makan bergizi gratis menjadi dorongan penting bagi kualitas pendidikan di Aceh #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/LcwNAyR3pb,1995168608566255909,https://pbs.twimg.com/media/G7BDRqJaUAAl6Rt.jpg,,in,,0,0,0,https://x.com/undefined/status/1995168608566255909,1318801452614049792,
1995168578803499051,Sun Nov 30 16:30:32 +0000 2025,1,Makan bergizi gratis memberi harapan baru untuk memperbaiki status gizi anak-anak Aceh. Menu sehat setiap hari membantu mereka tumbuh optimal dan lebih aktif belajar #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/Pt1AdBuuBW,1995168578803499051,https://pbs.twimg.com/media/G7BDP7RbMAAkbYa.jpg,,in,,0,0,0,https://x.com/undefined/status/1995168578803499051,1318801452614049792,
1995168552727576832,Sun Nov 30 16:30:26 +0000 2025,1,Dengan hadirnya makan bergizi gratis anak-anak Aceh kini lebih terlindungi dari risiko kekurangan gizi. Nutrisi lengkap setiap hari adalah pondasi masa depan yang lebih cerah #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/WAPBA9hDFl,1995168552727576832,https://pbs.twimg.com/media/G7BDOcHb0AE0IW_.jpg,,in,,0,0,0,https://x.com/undefined/status/1995168552727576832,1318801452614049792,
1995168516769800362,Sun Nov 30 16:30:17 +0000 2025,1,Program makan bergizi gratis menjadi angin segar bagi anak-anak Aceh memastikan mereka mendapat nutrisi yang cukup untuk tumbuh sehat dan cerdas. Langkah sederhana dampaknya besar #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/Mol27IVgmT,1995168516769800362,https://pbs.twimg.com/media/G7BDMTRbUAE5OCk.jpg,,in,,0,0,0,https://x.com/undefined/status/1995168516769800362,1318801452614049792,
1995166325954777524,Sun Nov 30 16:21:35 +0000 2025,0,Hadirnya makan bergizi gratis menunjukkan komitmen kuat untuk meningkatkan kesehatan anak-anak Aceh. Yuk dukung bersama agar setiap anak mendapatkan hak gizi yang layak! #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/4l85Id7car,1995166325954777524,https://pbs.twimg.com/media/G7BBM02acAACAO0.jpg,,in,,0,0,0,https://x.com/undefined/status/1995166325954777524,1318801452614049792,
1995166298633077197,Sun Nov 30 16:21:28 +0000 2025,0,Ketika anak-anak mendapatkan makanan bergizi konsentrasi dan kesehatan mereka meningkat. Program makan bergizi gratis menjadi dorongan penting bagi kualitas pendidikan di Aceh #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/MgHzdJsX9n,1995166298633077197,https://pbs.twimg.com/media/G7BBLOYboAAuE6l.jpg,,in,,0,0,0,https://x.com/undefined/status/1995166298633077197,1318801452614049792,
1995166272359997711,Sun Nov 30 16:21:22 +0000 2025,0,Makan bergizi gratis memberi harapan baru untuk memperbaiki status gizi anak-anak Aceh. Menu sehat setiap hari membantu mereka tumbuh optimal dan lebih aktif belajar #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/5f9ITPk0d8,1995166272359997711,https://pbs.twimg.com/media/G7BBJrobsAAHcs0.jpg,,in,,0,0,0,https://x.com/undefined/status/1995166272359997711,1318801452614049792,
